ID_ISIN,Bloomberg,Yahoo,Industry
GB0001367019,BLND LN Equity,BLND.L,REITS
GB0004065016,HMSO LN Equity,HMSO.L,REITS
GB0006834344,INTU LN Equity,INTU.L,REITS
GB0002652740,DLN LN Equity,DLN.L,REITS
GB00B5ZN1N88,SGRO LN Equity,SGRO.L,REITS
GB00B01FLL16,GPOR LN Equity,GPOR.L,REITS
GB0007990962,SHB LN Equity,SHB.L,REITS
GB0002869419,BYG LN Equity,BYG.L,REITS
GB00BG49KP99,BBOX LN Equity,BBOX.L,REITS
GB00B4WFW713,LMP LN Equity,LMP.L,REITS
GB00B67G5X01,WKP LN Equity,WKP.L,REITS
GB00BVGBWW93,AGR LN Equity,ROR.L,REITS
GB00B0PPFY88,HSTN LN Equity,HSTN.L,REITS
IM00B8BV8G91,RDI LN Equity,RDI.L,REITS
FR0000121964,LI FP Equity,LI.PA,REITS
FR0000124711,UL NA Equity,UL.AS,REITS
ES0105025003,MRL SM Equity,TUI.L,REITS
US8288061091,SPG UN Equity,SPG,REITS
GB00BD7XPJ64,NRR LN Equity,NRR.L,REITS
GB0033195214,KGF LN Equity,KGF.L,Retail
GB0032089863,NXT LN Equity,NXT.L,Retail
GB0031274896,MKS LN Equity,MKS.L,Retail
GB0007739609,TPK LN Equity,TPK.L,Retail
GB00B4Y7R145,DC/ LN Equity,DC.L,Retail
GB00B0HZP136,GNK LN Equity,GNK.L,Retail
LU1072616219,BME LN Equity,BME.L,Retail
GB00B2PDGW16,SMWH LN Equity,SMWH.L,Retail
IE00B00MZ448,GFTU LN Equity,GFTU.L,Retail
GB00B1S49Q91,DOM LN Equity,DOM.L,Retail
GB00B19NKB76,HOME LN Equity,HOME.L,Retail
GB00B1QH8P22,SPD LN Equity,SPD.L,Retail
GB00B126KH97,DEB LN Equity,DEB.L,Retail
GB00BJ62K685,PETS LN Equity,PETS.L,Retail
GB00BLY2F708,CARD LN Equity,CARD.L,Retail
GB00B1CKQ739,DNLM LN Equity,DNLM.L,Retail
GB00B012TP20,HFD LN Equity,HFD.L,Retail
GB00BMNQZP86,JD/ LN Equity,JD.L,Retail
GB0033040113,DRTY LN Equity,DRTY.L,Retail
GB00B1FP6H53,MAB LN Equity,MAB.L,Retail
GB00B0YG1K06,RTN LN Equity,RTN.L,Retail
GB0001638955,JDW LN Equity,JDW.L,Retail
GB00B1JQBT10,PDG LN Equity,PDG.L,Retail
GB00BTC0LB89,DFS LN Equity,DFS.L,Retail
GB00B17MMZ46,LOOK LN Equity,LOOK.L,Retail
GB00B60BD277,SGP LN Equity,SGP.L,Retail
GB00B1P6ZR11,BWNG LN Equity,BWNG.L,Retail
GB00BJTNFH41,AO/ LN Equity,AO.L,Retail
GB00BQPW6Y82,CHOO LN Equity,CHOO.L,Retail
FR0000121485,KER FP Equity,KER.PA,Retail
ES0148396007,ITX SM Equity,ITX.MC,Retail
US0758961009,BBBY UW Equity,BBBY,Retail
CH0210483332,CFR VX Equity,CFR.VX,Retail
US22160K1051,COST UW Equity,COST,Retail
US1266501006,CVS UN Equity,CVS,Retail
US2567461080,DLTR UW Equity,DLTR,Retail
US4370761029,HD UN Equity,HD,Retail
US5486611073,LOW UN Equity,LOW,Retail
US5801351017,MCD UN Equity,MCD,Retail
US67103H1077,ORLY UW Equity,ORLY,Retail
DK0060252690,PNDORA DC Equity,PNDORA.CO,Retail
US53071M1045,QVCA UW Equity,QVCA,Retail
US7782961038,ROST UW Equity,ROST,Retail
US8552441094,SBUX UW Equity,SBUX,Retail
US87612E1064,TGT UN Equity,TGT,Retail
US8923561067,TSCO UW Equity,TSCO,Retail
CH0012255151,UHR VX Equity,UHR.VX,Retail
US9314271084,WBA UW Equity,WBA,Retail
US9311421039,WMT UN Equity,WMT,Retail
SE0000106270,HMB SS Equity,HM-B.ST,Retail
US90384S3031,ULTA UW Equity,ULTA,Retail
GB00BYN59130,DOM LN Equity,DOM.L,Retail
GB00BYX91H57,JD/ LN Equity,JD.L,Retail
GB0000595859,ARM LN Equity,ARM.L,Semiconductors
DE0006231004,IFX GY Equity,IFX.DE,Semiconductors
NL0010273215,ASML NA Equity,ASML.AS,Semiconductors
US0326541051,ADI UW Equity,ADI,Semiconductors
US0382221051,AMAT UW Equity,AMAT,Semiconductors
SG9999014823,AVGO UW Equity,AVGO,Semiconductors
US5356781063,LLTC UW Equity,LLTC,Semiconductors
US5128071082,LRCX UW Equity,LRCX,Semiconductors
US5951121038,MU UW Equity,MU,Semiconductors
NO0003055501,NOD NO Equity,NOD.OL,Semiconductors
US67066G1040,NVDA UW Equity,NVDA,Semiconductors
NL0009538784,NXPI UW Equity,NXPI,Semiconductors
US7475251036,QCOM UW Equity,QCOM,Semiconductors
NO0010112675,REC NO Equity,REC.OL,Semiconductors
US83088M1027,SWKS UW Equity,SWKS,Semiconductors
US8825081040,TXN UW Equity,TXN,Semiconductors
US9839191015,XLNX UW Equity,XLNX,Semiconductors
US57772K1016,MXIM UW Equity,MXIM,Semiconductors
US4581401001,INTC UW Equity,INTC,Semiconductors
US4824801009,KLAC UW Equity,KLAC,Semiconductors
US5950171042,MCHP UW Equity,MCHP,Semiconductors
GB00B8C3BL03,SGE LN Equity,SGE.L,Software
GB00BQY7BX88,MCRO LN Equity,MCRO.L,Software
IM00B7S9G985,PTEC LN Equity,PTEC.L,Software
GB00BBG9VN75,AVV LN Equity,AVV.L,Software
GB0007590234,FDSA LN Equity,FDSA.L,Software
DE0007164600,SAP GY Equity,SAP.DE,Software
ES0109067019,AMS SM Equity,AMS.MC,Software
US00724F1012,ADBE UW Equity,ADBE,Software
US0527691069,ADSK UW Equity,ADSK,Software
US00971T1016,AKAM UW Equity,AKAM,Software
US00507V1098,ATVI UW Equity,ATVI,Software
US12673P1057,CA UW Equity,CA,Software
US1567821046,CERN UW Equity,CERN,Software
IL0010824113,CHKP UW Equity,CHKP,Software
US1773761002,CTXS UW Equity,CTXS,Software
US2855121099,EA UW Equity,EA,Software
US3377381088,FISV UW Equity,FISV,Software
US4612021034,INTU UW Equity,INTU,Software
US5949181045,MSFT UW Equity,MSFT,Software
NO0010040611,OPERA NO Equity,OPERA.OL,Software
US68389X1054,ORCL UN Equity,ORCL,Software
US7043261079,PAYX UW Equity,PAYX,Software
US64110W1027,NTES UW Equity,NTES,Software
GB00B1N7Z094,SAFE LN Equity,SAFE.L,Storage/Warehousing
GB00BH4HKS39,VOD LN Equity,VOD.L,Telecommunications
GB0030913577,BT/A LN Equity,BT-A.L,Telecommunications
GB00B09LSH68,ISAT LN Equity,ISAT.L,Telecommunications
GB00B4YCDF59,TALK LN Equity,TALK.L,Telecommunications
GB00B1VNST91,LRD LN Equity,LRD.L,Telecommunications
GB0008794710,TEP LN Equity,TEP.L,Telecommunications
FR0000133308,ORA FP Equity,ORA.PA,Telecommunications
DE0005557508,DTE GY Equity,DTE.DE,Telecommunications
NL0000009082,KPN NA Equity,KPN.AS,Telecommunications
ES0178430E18,TEF SM Equity,TEF.MC,Telecommunications
US17275R1023,CSCO UW Equity,CSCO,Telecommunications
DK0010272632,GN DC Equity,GN.CO,Telecommunications
FI0009000681,NOKIA FH Equity,NOKIA.HE,Telecommunications
CH0008742519,SCMN VX Equity,SCMN.VX,Telecommunications
US00206R1023,T UN Equity,T,Telecommunications
DK0060228559,TDC DC Equity,TDC.CO,Telecommunications
NO0010063308,TEL NO Equity,TEL.OL,Telecommunications
US92857W3088,VOD UW Equity,VOD,Telecommunications
US92343V1044,VZ UN Equity,VZ,Telecommunications
FI0009007884,ELISA FH Equity,ELISA.HE,Telecommunications
SE0000108656,ERICB SS Equity,ERIC-B.ST,Telecommunications
SE0005190238,TEL2B SS Equity,TEL2-B.ST,Telecommunications
SE0000667925,TELIA SS Equity,TLSN.ST,Telecommunications
US8725901040,TMUS UW Equity,TMUS,Telecommunications
ES0105066007,CLNX SM Equity,CLNX,Telecommunications
US5770811025,MAT UW Equity,MAT,Toys/Games/Hobbies
US4180561072,HAS UW Equity,HAS,Toys/Games/Hobbies
GB00BDVZYZ77,RMG LN Equity,RMG.L,Transportation
GB0006215205,NEX LN Equity,NEX.L,Transportation
GB0003452173,FGP LN Equity,FGP.L,Transportation
GB0003753778,GOG LN Equity,GOG.L,Transportation
GB00B6YTLS95,SGC LN Equity,SGC.L,Transportation
GB0002018363,CKN LN Equity,CKN.L,Transportation
DE0005552004,DPW GY Equity,DPW.DE,Transportation
NL0009739424,TNTE NA Equity,TNTE.AS,Transportation
BMG173841013,BWLPG NO Equity,BWLPG.OL,Transportation
FI0009013429,CGCBV FH Equity,CGCBV.HE,Transportation
DK0060079531,DSV DC Equity,DSV.CO,Transportation
US31428X1063,FDX UN Equity,FDX,Transportation
BMG3682E1921,FRO NO Equity,FRO.OL,Transportation
DK0010244425,MAERSKA DC Equity,MAERSK-A.CO,Transportation
DK0010244508,MAERSKB DC Equity,MAERSK-B.CO,Transportation
US9078181081,UNP UN Equity,UNP,Transportation
US9113121068,UPS UN Equity,UPS,Transportation
BMG067231032,AVANCE NO Equity,AVANCE.OL,Transportation
US1264081035,CSX UW Equity,CSX,Transportation
GB0003395000,FSJ LN Equity,FSJ.L,Transportation
GB00B39J2M42,UU/ LN Equity,UU.L,Water
GB00B1FH8J72,SVT LN Equity,SVT.L,Water
GB00B18V8630,PNN LN Equity,PNN.L,Water
FR0000124141,VIE FP Equity,VIE.PA,Water
